Número Identificador,Nome,Orientações em Andamento,Orientações concluidas
0023371791263549,Ana Paula Daroit,0,0
0023372133816676,Luiz Antonio Mota Nunes de Melo,0,0
,Gerson Barboza,0,0
0023380105838922,Isabela de Luna Vieira,0,0
0023405613862990,Erik Bronger,0,0
0023443304702286,Juan Salvador Andrade Tineo,0,0
0023476386394445,Alessandra Lorenti Ribeiro,0,0
0023480967362570,Fabio Ercolin Fogaça,0,0
0023485732008837,Juliana Mendes Garcia Pereira,0,0
0023522480691444,Paulo Ribeiro da Silva Júnior,0,0
0023557246019279,Maria Nazaré de Oliveira,0,0
0023567298025425,Jefferson Rodrigues de Oliveira,0,1
0023587234892072,Leonardo Carvalho Mesquita,0,27
0023610991767816,Carolina Grigolato Viola,0,0
,Alessandro Norse,0,0
0023629703224394,Machaia M MUALACA,0,15
0023671851401189,Francisco Antonio Oliveira Lucena,0,0
0023683531188518,Maria Eugênia de Andrade Liste,0,25
0023695332909049,Deila Maria Ferreira Scharra,0,0
0023704576845508,José Roberto de Rezende Costa,0,0
,Miguel Rosa Filho,0,0
0023762592207625,Eliane Alves de Azeredo,3,5
0023776545975165,Nádia Maria Nunes,0,0
0023797117528763,Andreia Severina da Silva,0,3
0023807343320472,Luis Fernando Martinez,1,14
0023808235424407,Fernando Luiz Trazzi Junior,0,12
0023817010765512,Adriano de Souza Neto,0,7
0023821296684856,Amanda Haissa Barros Henriques,0,2
0023821329278472,Maria Cristina Guimarães Rosa do Amaral,0,0
,Paul Henri Clesca Troconis,0,0
0023917166874325,Raul Fernandes Marinheiro Neto,0,0
0023940379294673,Joseane Bortolanza de Oliveira,0,0
0023973023700077,Ediney Caroline da Cunha Muniz Costa,0,0
0023974904928177,Renato Herz,0,0
0023984963565190,Vivian Maria Sandri,0,0
0024030759384250,Rúbia Gabriela Fernandes Salgado,0,0
0024063177735885,Ana Claudia Sueiro Fazanaro,0,0
0024096063887078,Rosecler Aparecida da Silva,0,0
0024097976069353,João Cândido de Lima,0,31
0024101603201877,Kaio Jonathas Alencar Gurgel,0,2
0024102718293955,Klécia Gonçalves de Paiva Farias,0,0
0024114014385364,Elton Rodrigo Rosa,0,2
0024123381120164,Tiago Chagas Soares,0,0
0024139349386442,Valeria Crisostomo Lima Verde,0,0
0024139378731039,Ducilene Maria Pinheiro de Aragão,0,0
0024141075508272,Alessandro Rodrigues Barbosa,0,0
0024141963593779,Ludineia Monteiro da Silva,0,0
0024160866319507,Leonardo da Silva Gasparini,0,0
0024206360946914,Jeíza das Chagas Saraiva,0,0
0024207628693977,Vinicius Fagundes dos Santos,0,0
0024214420335905,Áurea Maria de Ponte,0,2
,Paula Beatriz Cerqueira Leite,0,0
0024236615750034,Leni Maria Campos Bellini,0,0
0024242281114247,Hugo ALBERTO VON ANCKEN,0,0
0024243461476179,Nicola Bloise,0,1
0024253316833149,Priscila de Andrade Massi,0,0
0024300911579306,Gracielle Teles Pádua,0,5
0024307728371956,Luiza Helena Ferraro,7,8
0024320061030526,Fabíola Tobias de Alencar,0,0
0024332675835909,Eunice Machado Gazzo,0,3
0024344916424773,Nilzilene Imaculada Lucindo,0,7
0024351991559856,Francisco César Paiva Cecconello,0,10
0024357447524942,Erica Farias Pacheco,0,8
,Fabiano Paulico Stange,0,0
,Larissa Costa Silva,0,0
0024377493214093,Ana Carolina Pontes de Miranda Maranhão,0,0
0024392780426997,Alvaro Paulo Iahnig,0,0
0024456949714872,Mario Rui Feliciani,0,0
0024459700882834,Rogério Velloso Missagia,0,0
0024479035440486,Maria da Conceicao Costa Vilanova,0,0
0024486199553846,Mônica Guarezi Rodrigues,0,0
0024515269450188,Ana Paula de Albuquerque Martins,0,0
0024519247139508,Nasir Ali,0,0
0024524850438382,Lilian de Andrade Brito,0,0
0024528246055665,Sergei Kalinoski,0,5
0024610833007246,Jose Roberto de Carvalho Dutra,0,0
0024620286299693,Ricardo de Pellegrin,0,8
0024649866678543,Jaíne Carneiro,0,1
0024658491371569,Wagner Antonio Coelho,0,14
0024659748632693,Carla Cristina de Souza,0,0
0024681138841538,Juliano Pessanha Gonçalves,1,2
0024692838761552,Lilian de Oliveira Rodrigues,0,0
0024700345451641,Ronaldo Bucken Gobbi,0,17
0024708281454726,Ricardo Luiz Peixoto,5,1
0024709572565121,Willian Mendes Ferreira,0,0
0024725780549012,Ligia Maria de Araújo Coelho,0,4
0024755057064832,Cinthia Grazielle Carvalho Andrade,0,0
0024767876514559,Karine Rodrigues Afonseca,0,0
0024774641948785,Jeferson de Oliveira Bezerra,0,0
0024788921139022,Ana Patrícia Moreira,0,0
0024799567828072,Fábio de Oliveira,0,61
0024809585912841,Edvan Lessa dos Santos,0,0
0024814570025666,Mariana Graciosa Pereira,0,0
0024815432330034,Araly Cristina de Oliveira,15,14
0024820470519181,Marília Jeronimo Costa,0,18
0024854699964323,Lizzie Gonçalves Machado Benetti,0,0
0024901333982301,Vanessa Maria Lima Sales Ferreira,0,0
0024927538524351,Mauricio Leonardi da Silva Dias,0,0
0024957101306558,Luciana Tais do Nascimento,0,0
0024962961392733,Naianny Lívia Oliveira Nascimento Mergulhão,0,0
0024985061012295,Mariane Louise Bonato,0,0
0024989241924828,João Carlos Ferreira do Prado,0,13
0024989327759818,André Fabrício Pereira da Cruz,0,22
0024991652012261,Paula Simão Batich,0,19
0025026990161841,Laura Leão Oliveira,0,0
0025036832444414,Beatriz Costa da Silva,0,0
0025045891345891,Carla Cristina Braga de Oliveira,1,15
0025049551048870,Everaldo Tôrres Barbosa,0,9
0025054204549758,Vagner Melo Figueiredo,0,0
0025054769158044,Zenailza Andrade de Brito,0,0
0025070249068009,Arieli Januzzi Buttarello,0,0
0025074339831139,Lisiane Fagundes Cohen,6,24
0025096880195041,Enivaldo Amaral de Souza,0,0
0025135769375119,Renato José da Silva,6,26
0025143217034938,Gabriel Goulart Barboza,0,0
0025156719350628,Simone Perpétua Costa Prado,0,36
0025162537658143,Antônio Vilemar Bezerra Lima,0,0
0025163684213377,Luciana Henrique Jaime Massinga,0,0
0025167190130531,Mailson Fernandes Cabral de Souza,0,0
0025167790242733,Antonio Candido Prataviera CALCAGNOTTO,1,14
,Márcia Aparecida Berto Cristino,0,0
0025200428524297,Fernando Costa Adam,0,0
0025209604413332,Beatriz Petri Soares de Oliveira,0,0
0025214747022426,Andreia Moser Keitel,0,99
0025220222438873,Brenda Martins Vasconcellos,1,0
,Robson Souza da Silva,0,0
0025254188896552,Taísa Mendes Marques,0,0
0025261401268256,Antonio Carlos Soares,5,11
0025267882939159,Anderson do Nascimento Oliveira,0,2
0025268264035117,Victor Manoel Fernandes,0,0
0025269203643295,Pedro Henrique Pereira Rebello,0,0
0025282339850801,Gabriella Queiroz Brito,0,0
0025308474230695,Eliane de Fatima Coimbra,0,0
0025317439562771,Verônica Dametto,0,2
0025321050022774,Williane Souza Oliveira,0,0
0025324173160873,Diva Cláudia Corrêa Fernandes,0,14
0025385978710694,Carlos Eduardo paula da silva,0,0
0025387260752108,Erica Cavalcanti Rangel,0,0
0025388251310918,Cláudia Beatriz Oliveira Araújo Versiani,0,0
0025389329770399,Guilherme Vieira Faria,5,0
0025392634062189,Joel Rodrigues Corrêa,0,0
0025415240212295,Cybelly Teixeira Vidal,0,0
0025422290292924,Higor Esturião Fernandes,0,0
0025433557224589,Erika Joseph da Cunha Gomes,0,0
0025446415842887,Fernando Augusto Dias e Sanches,1,16
0025451593157388,Antonia Paiva Teixeira,0,0
0025469441265574,Ana Claudia Martins Teixeira,0,0
0025471966984373,Évelyn Helena Nunes Silva,0,0
0025475475221677,Decio Tadeu Dalcin Pigato,0,6
0025490285201442,Veridiana da Silva Prado Vega,0,0
0025493784426132,Lesllie Tedesco Conte,0,0
,George Alberto de Aguiar Coelho,0,0
0025528461271726,Juliana Loch,0,0
,Heloisa Helena Oliveira de Magalhães Couto,0,0
,Jessica Viviana Hinostroza Ramos,0,0
0025562417349862,Jocasta Fernandes Magalhães,0,0
0025588474445569,Júlia Vale D'Avila,0,0
0025612205493595,Nanaui Avathar Amoros,0,0
0025614042182007,Bruna Garcia da Silveira Miguel Elias,0,0
0025622982836379,Victor Anselmo Silva,0,2
0025644834148997,Sérgio Luiz Bohrer Filho,0,0
0025644838891974,Andressa Saraiva Ternes,0,0
,Ronnky Chaell Braga da Silva,0,0
0025680708828626,Amanda Rossato,1,0
0025691086986679,Alessandra Laudelino Neto,0,0
0025697289757320,Milene Carneiro Barbosa de Brito,0,0
0025749698113232,Amanda Zimmer Muller,0,0
0025756851726673,Simoni Ferreira de Avila,0,0
0025784879783774,Valdinei Alves Egger,0,1
0025786098254998,Juliana Santiago Teixeira,0,0
0025833931226817,Tânia Maria de Lemos Marins,0,12
0025839872500757,Melina Forgiarini Maxwell,0,0
0025862867445627,Jose Antonio Dourado Teixeira,0,4
0025885998441726,Adelaide Maria Nunes Camilo,0,0
0025916251896172,Manoel Cícero Romão Júnior,0,0
0025926769128313,Girlane Guimaraes Rocha,0,0
0025927507822159,Jandir Santin,0,11
0025930406470628,Rafaela Schroeder,0,0
0025936340008675,Ana Paula da Cunda Corrêa da Silva,0,14
,Danilo Takara Martorelli,0,0
0026010755030373,Ana Maria Cruz,0,0
0026019335157288,Susan Emanuelle Volkmann,0,0
0026044555973110,Erodilho Sande Mota,0,0
0026052190124095,Olivia Soares Pereira,0,0
0026060048816085,Emanuelle do Carmo Machado da Silva,0,0
0026091802876199,Rafael Wandson Rocha Sena,0,14
0026101071725125,Regina Celia Gomes Pagliato,0,1
0026104671511143,Valdízia Vieira Mendonça,0,0
0026105810589337,Rubens Costa Boffino,0,0
0026110202926881,Thalita Carvalho Martins de Castro,0,0
0026120935357388,Simone Marçal Brasil dos Passos,0,0
0026124314734012,Eduardo Cesar Paredes de Carvalho,0,0
0026136575080043,André Flores Penha Valle,0,0
0026137827705059,Kleber Jean Leite dos Santos,0,9
0026147702546554,Elifaz Pereira Anunciação,0,0
0026150186851540,Milena Cherutti,0,0
0026178126205734,Bruna Paula Martins Ferreira,0,0
0026191793118282,Priscila Grecca Pedrão,0,0
0026202825331347,Luciana Panni Fel,0,0
0026218391646150,Victor Nogueira Teixeira Mota,0,1
0026219973330139,Bruna Petrucelli Arruda,0,1
0026280606639783,Isaac da Silva Torres,0,0
0026288341169862,Camila Lessa de Almeida,0,0
,Marcus Vinícius Pinheiro de Magalhães,0,0
0026322844719862,Igor Augusto Carvalho Alves,0,0
0026326117408132,Glaybe Antonio Sousa Pimentel,0,6
0026341804829861,Maria Luiza de Melo Coelho da Costa,0,4
0026371069738288,Carlos Augusto Ferreira Alves Sobrinho,0,0
0026380009217325,Renata Sales de Moraes Borges,0,2
0026380341003020,Kelly Renata Santos Martins,0,0
0026380708596691,Vanessa Fonseca Henriques da Silva,0,0
0026386201056885,Marcos Vinicius Santos Braz,0,0
0026404411804604,Camila de Padua Aboud,0,0
0026420031318147,Tatiane Cruz de Souza Honório,0,0
0026421014156886,Kátia Maria Straube,0,5
0026431489979576,Luan Lopes Cardoso,0,0
,Leila Denise Elid,0,0
0026435875187170,Sinara Sales de Oliveira Rodrigues,0,0
0026436804236129,Cibele Alves da Silva,0,1
0026463278359436,Gabriel Bellina Nunes,0,0
0026467087532127,Marjorie Nogueira Chaves,4,24
,Regina Radicchi,0,0
0026476011255568,Jean Carlos da Silva Gomes,9,26
0026478022217344,Diana Soares Costa,0,5
0026487184061016,Monique Bittencourt França,0,0
0026521485559664,Tatiana Cantarella Sarmento,0,0
0026521991448681,Alisson Mengatto,0,0
0026525662913935,Cristiane Zulivia de Andrade Monteiro,0,0
0026548675423826,Rosana da Silva Fontana,0,0
0026550286185116,Maíra Dalia Sagnori,0,0
0026554644410391,Jaqueline Pereira Salgado,0,0
0026554964324842,Karla Correia Sales Conceiçao,0,1
0026585895656276,Cinara Wanderléa Felix Bezerra,0,0
0026620674955826,Elisa Gouvêa Portella,0,0
,Pedro Pablo Abreu Hernandez,0,3
0026639584349946,Cláudio Ferdinandi,0,2
0026644902528484,Adriana de Barros,0,0
0026667104295688,Sinara do Valle,0,0
0026673738702492,Lorecinda Ferreira Abrão,0,0
0026678487349004,Rafael Pinto Lourenço,0,5
0026689382774617,André Fernando Ribeiro de Miranda,0,0
,Julio Cesar Farias Santos,0,0
0026737042011012,Karina da Silva Magatão,0,136
0026737303697535,Rodrigo Zukauskas Santos,0,0
0026738844341826,Manoel Erminio da Silva Neto,0,0
0026776268994778,Hugo Marques Galindo,0,0
0026779377218469,Maria Barbara Florez Valdez,0,0
0026783126584613,Rinaldo Marques Nunes,0,0
0026785059547918,Severino Martins de Santana,0,0
,Cinthia Almeida Barros,0,0
,Nathália Aparecida Gatto Vieira,0,0
0026854025942795,Isabella Cristina Aquino Carvalho,0,0
0026861003234896,Thiago Vasconcelos de Barros Ferraz,0,0
0026870281548878,Estela Rose Araújo,0,0
0026897935619586,Sávio dos Reis Dutra,0,0
,Thiago Estevão Lima,0,0
0026921580297797,Andrea Fernanda Ramos de Paula,0,6
0026936492027073,Raquel Duarte Pinto,0,0
0026958689954702,Fabianne Roberta de Araújo,0,1
0026993629426505,Igor Luiz Souza da Cruz,0,2
0027002746849131,Jessica Ferreira Cardoso,0,0
0027012510716323,Natiana de Oliveira França,0,0
,Natália Benatti Galceran,0,1
,Ronald Pfaff Trentini,0,0
0027071722121523,Adriana de Oliveira Mari,1,1
0027072514657893,Éder Renato Savazzi,0,0
0027080606833704,Isabela Maria Vasconcelos Silva,1,0
0027080771442046,Wilson Clério Paulus,1,19
0027123276902551,André Vieira Freitas,0,2
0027137360002676,Grasielle Adriane Toscan Lorencetti,0,0
0027153585274285,Francisco Cristiano Maciel de Goes,0,0
0027167836116507,Isabela Pavão Vargas,0,0
0027198163917109,Axon Moreira Miranda,0,0
0027213416916439,Thais Janaina Castagnaro,0,0
0027216465705436,Adenilson Pereira Bonfim,0,0
0027216787351809,Estêvão Inácio Sumburane,0,0
0027236777650941,Daniela Juliana de Mello,0,0
0027274871430410,Renato Pereira de Moura,0,0
,Geraldo Pianetti Filho,2,4
0027307702509907,Raíssa Mayara Santos Brandão,0,0
0027321969173039,Bruno Cândido Barroso,0,0
0027407764274987,Vitor Aparecido Santos de Paula,0,0
0027453519508876,Maria Socorro Carneiro Linhares,3,72
0027462978929672,Victoria Padula de Quadros,0,0
0027473616541347,Edilson Francisco Nascimento,0,10
0027476887629790,Patrícia Benvenuti Mendes,0,0
0027481916079750,Jeferson Esteves Garcia,0,0
0027490999055537,Paulo Henrique Miranda da Silveira,2,4
0027493526857994,Luiza Lopes da Silva,0,0
0027496681516362,Luan Oenning Col,0,0
0027497816061511,Luciana Braga,0,1
0027512085893523,André Luís Arantes,0,47
0027513946536184,Alice Carolina Ames,0,0
0027525913074865,Guilherme Eugênio de Vasconcellos,0,0
0027529054915001,Helane Carine de Araújo Oliveira,0,0
0027555464529477,Ariane Carvalho do Nascimento,0,0
0027555666457431,Josi Cláire Lourenço Porto,0,0
0027556616384951,Alciene Alves Ferreira,0,0
0027557445131624,Ana Paula Brito Maciel,0,0
,Rinaldo Remigio Mendes,0,0
0027573996091989,Jair Andrade,0,1
0027619995579933,Claudia Lopes Rodrigues,0,0
0027622837966952,Heloisa Amalia Saback Carvalho,0,0
0027626529188943,James Richard Silva,0,0
0027629294680247,Rogério de Vargas Metz,0,0
0027651839923755,Patrícia Conceição Oliveira,0,0
0027672227376304,Erlon Roberto Adam,0,0
0027692602607304,Rosemeire de Matos Barbosa,2,0
0027698647378803,Maíra Trajano Costa Xavier,0,11
0027735728953785,Nelson Moreira Junior,0,2
0027736577742551,Maria Caroline Aguiar da Silveira,0,0
0027759157571518,Rommel Luiz Vilela Fernandes,0,0
0027771427703801,Taiz Viviane Dos Santos,0,0
0027809349590312,Gabriel de Araujo Oliveira,0,0
0027813137401070,Cleriston de Oliveira Costa,0,0
0027836755379118,Nivaldo Gonçalves de Faria,0,2
0027842442541492,Tatiana Gigliolla Bernardino dos Santos,6,7
0027863203625169,Monia Peripolli Dias,0,0
0027864020270068,Roseli Rezende,0,0
0027870852112803,Gilson Alceu Bittencourt,0,0
0027872463024148,Matheus Cavalcanti Pestana,0,0
,Paulo Victor da Silva Ribeiro,0,0
0027941954172054,Wilson Dourado Souza,0,0
0027949242260711,José Angel Riandes González,0,0
0027957903840226,Eduardo Civitati,0,0
0027970897438125,Débora dos Santos Silva,0,3
0027983659890659,Francisco Wildys de Oliveira,0,0
0028014411621972,Pedro Iemma Meira,0,0
0028023895707676,Bruna Locci,0,0
0028069293084292,Luiz Alberto Teixeira Sayão,0,0
0028077481940244,Ana Beatriz Angelo Silva,0,0
0028078477167959,Otávio Luiz Gapski,0,36
0028114265002634,Andressa Barbosa,0,0
0028142602338832,Everton Simões da Motta,0,8
0028180045989082,Mesaque Carvalho França,0,1
0028200859746494,Ilan Sousa Figueiredo,0,1
0028211713568084,Thays Bandeira Galhardo,0,0
0028225003332637,Silvana Marcia de Moraes,0,0
0028225791721484,Marcelo Agra Souto,0,0
0028226372069896,Wilson Ricardo Barbosa dos Santos,0,0
0028248535249129,Dalal Jaber Suliman Abdullah Audeh,0,0
0028269080269394,Letícia de Paula Ferreira Pinto,0,0
0028273816864937,André Luiz Braga de Carvalho,0,1
0028278137755261,Waltemilton Vieira Cartaxo,0,0
0028295747587426,Valter Guilherme Costa de Almeida,0,12
0028319383816976,Everton Willian Rodrigues da Silva Oliveira,0,0
0028347533970155,Patrícia Gabriele Chaves dos Santos,2,0
0028353540393672,Erlani de Oliveira Alves,0,0
0028373128249054,Sandra Mara Teodósio,0,0
0028374311842793,Francisco das Chagas Barbosa do Nascimento,0,1
0028393054688055,Jose Robson Silva Machado,0,0
0028409494301635,Raphael Amancio de Jesus,0,0
0028428097172756,Luís Fernando Prestes Camargo,0,0
0028446441740376,Hugo Humberto de Araújo,0,0
0028452358819135,Matheus Carvalho Gonçalves,0,0
0028486259071200,Evelyne Alvares Ribeiro,0,0
0028502696542681,Muhammad Ijaz,0,0
0028519105660522,Robert Blanco Huanto,0,1
0028528394491397,Aurea Maria Resende de Freitas,0,12
0028549552391069,Luciana Piazzon Barbosa Lima,0,0
0028554490753961,Flavio Augusto de Carvalho,0,0
0028558077537784,Gisela de Lima Almeida Marques,0,1
0028564338578977,Lucila Maria Barbosa Egydio,0,0
0028570547278461,Bruno Del Grossi Michelotto,0,1
0028575168530431,Luís Henrique Ribeiro,0,0
,Ana Paula Ravedutti Rigo,0,0
0028579559689722,Samara Vasconcelos Alves,0,14
0028592894458051,Simone Maria Marrocos,0,0
0028595629590620,Criscila de Souza Cruz,0,0
0028614527531761,Salete de Jesus Oliveira dos Santos,0,0
,Marly Leibruder,0,17
0028645237355200,Danielle Karina Pincerno Favaro Trindade de Miranda Lessa,0,0
0028648346975833,Maria do Socorro da Costa Felix Barreto,0,0
0028657271166865,Paulo Ricardo Correa Caixeta,0,0
,Lorena Sousa Martins,0,0
0028676911644310,Sêmia Danúbia Silva Mauad,0,0
0028679388041392,Raul Lima,0,0
0028682857195045,Valeria Telles da Cunha,0,10
,Aurencio Sanczczak Farias,0,0
0028692419144121,Phylipp Anchieta Alves de Oliveira,0,0
0028703545272265,Claudia Colla de Amorim,0,0
0028705185469623,Fabricio Ribeiro Garcia,0,0
0028726996236303,Cintya Andrea Floriani,0,0
0028743238230950,Fábio Tenório dos Santos,0,0
0028745473179469,Hend Pereira de Oliveira,0,0
0028746556704509,Jaqueline Agnes Pilatti,1,1
0028759885520122,Sergio Ribeiro Leite,0,0
0028777826623008,Michael Douglas Peçanha de Souza,0,1
0028779043645344,Helena Braga Leites,0,0
,Cinthya de Almeida Rodrigues Farias,0,6
0028821489384926,Bárbara Mariane Martinez Viana,0,0
0028827242414626,Liliana Bellio,0,8
0028836716111770,Adriano dos Santos Moraes,0,0
0028849746701415,Carla Krás Borges Figueiredo,0,24
0028876341054325,Marcelo dos Santos Magalhães,0,4
0028888312527219,Antonio Gautier Farias Falconieri,24,29
0028888795457898,Telry Shodyi Nakamura,0,0
0028950453133588,Karoliny Lisandra Teixeira Cruz,0,2
0028970154957900,Gustavo Gonçalves Pimenta,0,0
0028974633551269,Ariadne Villela Lopes,0,0
0028981901607207,Josimar Gonzaga Dias,0,1
0029007802907198,Tayomara Santos dos Santos,1,0
0029031776211999,Joao Henrique Dourado de Carvalho,0,0
0029042609889568,Luís Felipe Carnevalli da Silva,0,0
0029051907695658,Jéssica Núbia da Silva Almeida,0,0
0029055168665481,Isabella de Oliveira Cenci,0,0
0029060526061317,Débora Stephanie Ribeiro,0,0
